coordinates,Name,Description
"-87.628176,41.896671,0,-87.628129,41.895623,0,-87.628088,41.894119,0,-87.62804,41.892334,0,-87.628021,41.891665,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>26</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100026</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Chicago to Grand</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.627596,41.878153,0,-87.627566,41.876875,0,-87.627543,41.875925,0,-87.627512,41.874714,0,-87.627479,41.874039,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>54</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100054</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Jackson to Harrison</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.627748,41.883215,0,-87.627696,41.880745,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>57</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100057</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Washington to Monroe</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.627479,41.874039,0,-87.627487,41.873057,0,-87.627457,41.871891,0,-87.627469,41.870763,0,-87.627451,41.869215,0,-87.627402,41.867368,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>116</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100116</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Roosevelt to Harrison</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.624753,41.735371,0,-87.624722,41.734483,0,-87.624634,41.732117,0,-87.624584,41.729045,0,-87.624544,41.728001,0,-87.624415,41.722376,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>94</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100094</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>95/Dan Ryan to 87th</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.631169,41.795418,0,-87.631145,41.793902,0,-87.631099,41.791672,0,-87.631004,41.787722,0,-87.631031,41.787216,0,-87.631122,41.785582,0,-87.63106,41.78336,0,-87.631045,41.7827,0,-87.631,41.780534,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>113</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100113</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>63rd to Garfield</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.630968,41.853206,0,-87.630906,41.852939,0,-87.63085,41.852676,0,-87.630821,41.852428,0,-87.630735,41.851791,0,-87.630689,41.851072,0,-87.630686,41.849602,0,-87.630725,41.848969,0,-87.630849,41.848362,0,-87.631012,41.847477,0,-87.631088,41.847175,0,-87",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>115</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100115</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Sox-35th to Cermak-Chinatown</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.631026,41.810338,0,-87.631336,41.809848,0,-87.631516,41.809467,0,-87.631567,41.80933,0,-87.631586,41.809286,0,-87.631601,41.80924,0,-87.631614,41.809189,0,-87.63168,41.808992,0,-87.631696,41.808954,0,-87.631741,41.8087,0,-87.631772,41.80853,0,-87.6317",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>98</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100098</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Garfield to 47th</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.628021,41.891665,0,-87.627995,41.890715,0,-87.627989,41.889649,0,-87.627935,41.887832,0,-87.627831,41.885961,0,-87.627835,41.88574,0,-87.627813,41.884809,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>55</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100055</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Grand to Lake</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.631412,41.90392,0,-87.629077,41.903945,0,-87.628914,41.903936,0,-87.628802,41.903903,0,-87.628745,41.90387,0,-87.628695,41.903818,0,-87.628666,41.903756,0,-87.628642,41.903642,0,-87.62862,41.903163,0,-87.628348,41.90212,0,-87.628297,41.900262,0,-87.62",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>38</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100038</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Clark/Division to Chicago</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.631,41.780534,0,-87.630971,41.779822,0,-87.630932,41.779421,0,-87.630819,41.778923,0,-87.630767,41.778742,0,-87.630646,41.778468,0,-87.630484,41.778149,0,-87.630281,41.777832,0,-87.63004,41.777489,0,-87.62979,41.777229,0,-87.629539,41.77698,0,-87.6292",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>97</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100097</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>69th to 63rd</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.6525,41.914059,0,-87.652494,41.913268,0,-87.652491,41.913162,0,-87.652486,41.913081,0,-87.652424,41.912987,0,-87.652353,41.912934,0,-87.651407,41.912256,0,-87.650698,41.911746,0,-87.649177,41.910655,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>36</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100036</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Subway Portal to North/Clybourn</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.649177,41.910655,0,-87.647854,41.909708,0,-87.645545,41.908067,0,-87.640686,41.904581,0,-87.639934,41.904041,0,-87.639712,41.903918,0,-87.639506,41.903834,0,-87.639257,41.903791,0,-87.638957,41.903791,0,-87.636981,41.903825,0,-87.63447,41.903868,0,-87",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>29</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100029</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>North/Clybourn to Clark/Division</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.625809,41.768368,0,-87.625691,41.765416,0,-87.625672,41.762896,0,-87.625574,41.758147,0,-87.625533,41.756039,0,-87.625496,41.755158,0,-87.625375,41.753876,0,-87.625306,41.753161,0,-87.62525,41.75264,0,-87.625205,41.751888,0,-87.625191,41.751283,0,-87.",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>96</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100096</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>79th to 69th</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.625178,41.750412,0,-87.624998,41.744599,0,-87.624967,41.74303,0,-87.624823,41.739483,0,-87.624784,41.736135,0,-87.624753,41.735371,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>95</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100095</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>87th to 79th</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.627696,41.880745,0,-87.627596,41.878153,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>53</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100053</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Monroe to Jackson</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.630636,41.831191,0,-87.630559,41.827484,0,-87.630502,41.82519,0,-87.630436,41.822686,0,-87.630309,41.817687,0,-87.630279,41.816467,0,-87.630252,41.81524,0,-87.630211,41.813507,0,-87.630186,41.812811,0,-87.630194,41.812467,0,-87.630219,41.812138,0,-87.",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>114</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100114</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>47th to Sox-35th</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.658668,41.977984,0,-87.658588,41.975228,0,-87.65853,41.973453,0","Red, Purple Line","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>23</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100023</td> </tr> <tr> <td>RAIL LINES</td> <td>Red, Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Berwyn to Argyle</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.658493,41.969139,0,-87.658466,41.968376,0,-87.658422,41.967459,0,-87.658384,41.966882,0,-87.658359,41.96669,0,-87.658319,41.966504,0,-87.65819,41.966218,0,-87.658021,41.965819,0,-87.657588,41.964273,0","Red, Purple Line","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>2</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100002</td> </tr> <tr> <td>RAIL LINES</td> <td>Red, Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Lawrence to Wilson</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.659076,41.990259,0,-87.659014,41.988812,0,-87.658983,41.987602,0,-87.658874,41.984502,0,-87.65884,41.983504,0","Red, Purple Line","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>21</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100021</td> </tr> <tr> <td>RAIL LINES</td> <td>Red, Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Thorndale to Bryn Mawr</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.661061,42.001073,0,-87.660828,42.000899,0,-87.66067,42.000756,0,-87.660492,42.000589,0,-87.660352,42.000437,0,-87.660212,42.000275,0,-87.660047,42.000085,0,-87.659895,41.999887,0,-87.65978,41.999688,0,-87.659647,41.999434,0,-87.659557,41.999218,0,-87.","Red, Purple Line","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>20</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100020</td> </tr> <tr> <td>RAIL LINES</td> <td>Red, Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Loyola to Granville</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.65884,41.983504,0,-87.658792,41.981844,0,-87.65875,41.980593,0,-87.658716,41.979669,0,-87.658668,41.977984,0","Red, Purple Line","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>22</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100022</td> </tr> <tr> <td>RAIL LINES</td> <td>Red, Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Bryn Mawr to Berwyn</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.657588,41.964273,0,-87.657563,41.96397,0,-87.656999,41.961814,0,-87.65689,41.958611,0,-87.656837,41.956923,0,-87.656769,41.954907,0,-87.656739,41.95441,0,-87.65674,41.954299,0,-87.656718,41.954166,0,-87.656648,41.954042,0,-87.656565,41.953966,0,-87.65","Red, Purple Line","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>3</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100003</td> </tr> <tr> <td>RAIL LINES</td> <td>Red, Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Wilson to Sheridan</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.672892,42.019063,0,-87.672324,42.018595,0,-87.671775,42.018143,0,-87.671421,42.01785,0,-87.670787,42.017326,0,-87.670365,42.016976,0,-87.669882,42.016577,0,-87.669092,42.015876,0","Red, Purple Line","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>17</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100017</td> </tr> <tr> <td>RAIL LINES</td> <td>Red, Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Howard to Jarvis</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.669092,42.015876,0,-87.667692,42.014663,0,-87.667183,42.014215,0,-87.666891,42.013882,0,-87.666635,42.013549,0,-87.666298,42.012974,0,-87.666126,42.012593,0,-87.666056,42.012268,0,-87.666014,42.011833,0,-87.665971,42.01059,0,-87.665909,42.008362,0","Red, Purple Line","<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>40</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100040</td> </tr> <tr> <td>RAIL LINES</td> <td>Red, Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Jarvis to Morse</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
